STATEFP,COUNTYFP,TRACTCE,GEOID,GEOIDFQ,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,acs2022_5yr_geoid,acs2022_5yr_name,acs2022_5yr_total 65 and older,acs2022_5yr_geoid_new,acs2022_5yr_65_proportion
"06","001","424001","06001424001",1400000US06001424001,"4240.01",Census Tract 4240.01,G5020,S,"507530","0","+37.8503694","-122.2746228",14000US06001424001,"Census Tract 4240.01, Alameda, CA","453","06001424001",0.124759019553842
"06","001","428100","06001428100",1400000US06001428100,"4281",Census Tract 4281,G5020,S,"994804","38328","+37.7589136","-122.2346068",14000US06001428100,"Census Tract 4281, Alameda, CA","881","06001428100",0.18105219893136
"06","001","428200","06001428200",1400000US06001428200,"4282",Census Tract 4282,G5020,S,"1362067","804742","+37.7533497","-122.2396803",14000US06001428200,"Census Tract 4282, Alameda, CA","1558","06001428200",0.240617760617761
"06","001","428301","06001428301",1400000US06001428301,"4283.01",Census Tract 4283.01,G5020,S,"4300902","1597298","+37.7344929","-122.2414385",14000US06001428301,"Census Tract 4283.01, Alameda, CA","1238","06001428301",0.171872830764959
"06","001","428302","06001428302",1400000US06001428302,"4283.02",Census Tract 4283.02,G5020,S,"2231409","474770","+37.7439709","-122.2497790",14000US06001428302,"Census Tract 4283.02, Alameda, CA","1710","06001428302",0.243520364568499
"06","001","428400","06001428400",1400000US06001428400,"4284",Census Tract 4284,G5020,S,"810521","1168052","+37.7564138","-122.2559068",14000US06001428400,"Census Tract 4284, Alameda, CA","813","06001428400",0.17094196804037
"06","001","430900","06001430900",1400000US06001430900,"4309",Census Tract 4309,G5020,S,"1096550","0","+37.6982784","-122.0828322",14000US06001430900,"Census Tract 4309, Alameda, CA","738","06001430900",0.141542002301496
"06","001","431000","06001431000",1400000US06001431000,"4310",Census Tract 4310,G5020,S,"954210","0","+37.6929313","-122.0784573",14000US06001431000,"Census Tract 4310, Alameda, CA","660","06001431000",0.213523131672598
"06","001","432100","06001432100",1400000US06001432100,"4321",Census Tract 4321,G5020,S,"1105772","0","+37.7360495","-122.1466048",14000US06001432100,"Census Tract 4321, Alameda, CA","516","06001432100",0.132579650565262
"06","001","428000","06001428000",1400000US06001428000,"4280",Census Tract 4280,G5020,S,"525761","0","+37.7666414","-122.2475404",14000US06001428000,"Census Tract 4280, Alameda, CA","342","06001428000",0.117687543014453
"06","001","428500","06001428500",1400000US06001428500,"4285",Census Tract 4285,G5020,S,"624197","383522","+37.7601324","-122.2593887",14000US06001428500,"Census Tract 4285, Alameda, CA","552","06001428500",0.167171411265899
"06","001","428600","06001428600",1400000US06001428600,"4286",Census Tract 4286,G5020,S,"898967","1080420","+37.7662730","-122.2738461",14000US06001428600,"Census Tract 4286, Alameda, CA","815","06001428600",0.25193199381762
"06","001","430300","06001430300",1400000US06001430300,"4303",Census Tract 4303,G5020,S,"2551932","9638","+37.7172764","-122.0819576",14000US06001430300,"Census Tract 4303, Alameda, CA","875","06001430300",0.203962703962704
"06","001","430400","06001430400",1400000US06001430400,"4304",Census Tract 4304,G5020,S,"2433270","481854","+37.7212084","-122.1010957",14000US06001430400,"Census Tract 4304, Alameda, CA","453","06001430400",0.210208816705336
"06","001","430700","06001430700",1400000US06001430700,"4307",Census Tract 4307,G5020,S,"1322603","0","+37.7060948","-122.0822254",14000US06001430700,"Census Tract 4307, Alameda, CA","636","06001430700",0.155691554467564
"06","001","422500","06001422500",1400000US06001422500,"4225",Census Tract 4225,G5020,S,"465527","0","+37.8773391","-122.2602611",14000US06001422500,"Census Tract 4225, Alameda, CA","393","06001422500",0.0879785090664876
"06","001","422700","06001422700",1400000US06001422700,"4227",Census Tract 4227,G5020,S,"346821","0","+37.8679151","-122.2495095",14000US06001422700,"Census Tract 4227, Alameda, CA","132","06001422700",0.0274828232354778
"06","001","423000","06001423000",1400000US06001423000,"4230",Census Tract 4230,G5020,S,"730083","0","+37.8668441","-122.2771352",14000US06001423000,"Census Tract 4230, Alameda, CA","611","06001423000",0.134315234117388
"06","001","423100","06001423100",1400000US06001423100,"4231",Census Tract 4231,G5020,S,"748653","0","+37.8658070","-122.2863197",14000US06001423100,"Census Tract 4231, Alameda, CA","881","06001423100",0.206081871345029
"06","001","424002","06001424002",1400000US06001424002,"4240.02",Census Tract 4240.02,G5020,S,"326768","0","+37.8504772","-122.2815310",14000US06001424002,"Census Tract 4240.02, Alameda, CA","358","06001424002",0.134434847915884
"06","001","426200","06001426200",1400000US06001426200,"4262",Census Tract 4262,G5020,S,"1358213","0","+37.8246262","-122.2406411",14000US06001426200,"Census Tract 4262, Alameda, CA","990","06001426200",0.203661797983954
"06","001","427100","06001427100",1400000US06001427100,"4271",Census Tract 4271,G5020,S,"1025446","168200","+37.7649090","-122.2299614",14000US06001427100,"Census Tract 4271, Alameda, CA","743","06001427100",0.175982946470867
"06","001","427200","06001427200",1400000US06001427200,"4272",Census Tract 4272,G5020,S,"1329667","625070","+37.7808270","-122.2482550",14000US06001427200,"Census Tract 4272, Alameda, CA","505","06001427200",0.112023070097604
"06","001","427300","06001427300",1400000US06001427300,"4273",Census Tract 4273,G5020,S,"1950569","821461","+37.7810489","-122.2662775",14000US06001427300,"Census Tract 4273, Alameda, CA","835","06001427300",0.158054135907628
"06","001","423300","06001423300",1400000US06001423300,"4233",Census Tract 4233,G5020,S,"726625","0","+37.8573281","-122.2842016",14000US06001423300,"Census Tract 4233, Alameda, CA","600","06001423300",0.172612197928654
"06","001","436602","06001436602",1400000US06001436602,"4366.02",Census Tract 4366.02,G5020,S,"894284","0","+37.6518201","-122.0851944",14000US06001436602,"Census Tract 4366.02, Alameda, CA","466","06001436602",0.0886774500475737
"06","001","440304","06001440304",1400000US06001440304,"4403.04",Census Tract 4403.04,G5020,S,"977965","0","+37.5868721","-122.0766157",14000US06001440304,"Census Tract 4403.04, Alameda, CA","1142","06001440304",0.244959244959245
"06","001","423400","06001423400",1400000US06001423400,"4234",Census Tract 4234,G5020,S,"755441","0","+37.8583735","-122.2758840",14000US06001423400,"Census Tract 4234, Alameda, CA","641","06001423400",0.115474689245181
"06","001","423500","06001423500",1400000US06001423500,"4235",Census Tract 4235,G5020,S,"635744","0","+37.8593612","-122.2680480",14000US06001423500,"Census Tract 4235, Alameda, CA","675","06001423500",0.190677966101695
"06","001","423602","06001423602",1400000US06001423602,"4236.02",Census Tract 4236.02,G5020,S,"404545","0","+37.8631828","-122.2592684",14000US06001423602,"Census Tract 4236.02, Alameda, CA","711","06001423602",0.0987774381772715
"06","001","427600","06001427600",1400000US06001427600,"4276",Census Tract 4276,G5020,S,"582864","0","+37.7778323","-122.2835979",14000US06001427600,"Census Tract 4276, Alameda, CA","515","06001427600",0.108649789029536
"06","001","433000","06001433000",1400000US06001433000,"4330",Census Tract 4330,G5020,S,"1316548","0","+37.7159042","-122.1354894",14000US06001433000,"Census Tract 4330, Alameda, CA","792","06001433000",0.208475914714399
"06","001","433200","06001433200",1400000US06001433200,"4332",Census Tract 4332,G5020,S,"3173333","0","+37.7017249","-122.1470315",14000US06001433200,"Census Tract 4332, Alameda, CA","1392","06001433200",0.171428571428571
"06","001","433300","06001433300",1400000US06001433300,"4333",Census Tract 4333,G5020,S,"2520122","0","+37.6985123","-122.1575782",14000US06001433300,"Census Tract 4333, Alameda, CA","1401","06001433300",0.190172390389575
"06","001","433400","06001433400",1400000US06001433400,"4334",Census Tract 4334,G5020,S,"5417052","3744232","+37.6862098","-122.1772459",14000US06001433400,"Census Tract 4334, Alameda, CA","1136","06001433400",0.188079470198675
"06","001","433500","06001433500",1400000US06001433500,"4335",Census Tract 4335,G5020,S,"1234041","0","+37.6845055","-122.1553170",14000US06001433500,"Census Tract 4335, Alameda, CA","845","06001433500",0.19601020644862
"06","001","433102","06001433102",1400000US06001433102,"4331.02",Census Tract 4331.02,G5020,S,"1504293","0","+37.7020462","-122.1331241",14000US06001433102,"Census Tract 4331.02, Alameda, CA","718","06001433102",0.161529808773903
"06","001","440307","06001440307",1400000US06001440307,"4403.07",Census Tract 4403.07,G5020,S,"1404956","0","+37.5911451","-122.0486878",14000US06001440307,"Census Tract 4403.07, Alameda, CA","1161","06001440307",0.259093952242803
"06","001","440308","06001440308",1400000US06001440308,"4403.08",Census Tract 4403.08,G5020,S,"1838208","0","+37.5893168","-122.0278170",14000US06001440308,"Census Tract 4403.08, Alameda, CA","1386","06001440308",0.230577274995841
"06","001","441200","06001441200",1400000US06001441200,"4412",Census Tract 4412,G5020,S,"3248023","11692","+37.5780625","-121.9910071",14000US06001441200,"Census Tract 4412, Alameda, CA","1096","06001441200",0.14903453902638
"06","001","441301","06001441301",1400000US06001441301,"4413.01",Census Tract 4413.01,G5020,S,"3239687","0","+37.5716231","-122.0024689",14000US06001441301,"Census Tract 4413.01, Alameda, CA","481","06001441301",0.144444444444444
"06","001","441302","06001441302",1400000US06001441302,"4413.02",Census Tract 4413.02,G5020,S,"1994662","0","+37.5693426","-122.0194346",14000US06001441302,"Census Tract 4413.02, Alameda, CA","857","06001441302",0.147048730267673
"06","001","440331","06001440331",1400000US06001440331,"4403.31",Census Tract 4403.31,G5020,S,"1761655","0","+37.5980622","-122.0829553",14000US06001440331,"Census Tract 4403.31, Alameda, CA","423","06001440331",0.129120879120879
"06","001","433900","06001433900",1400000US06001433900,"4339",Census Tract 4339,G5020,S,"816590","0","+37.6992655","-122.1135392",14000US06001433900,"Census Tract 4339, Alameda, CA","482","06001433900",0.0670655349937387
"06","001","434000","06001434000",1400000US06001434000,"4340",Census Tract 4340,G5020,S,"1217965","0","+37.6923450","-122.1102056",14000US06001434000,"Census Tract 4340, Alameda, CA","720","06001434000",0.139372822299652
"06","001","435500","06001435500",1400000US06001435500,"4355",Census Tract 4355,G5020,S,"1012334","0","+37.6809369","-122.0933300",14000US06001435500,"Census Tract 4355, Alameda, CA","544","06001435500",0.130989646039008
"06","001","435800","06001435800",1400000US06001435800,"4358",Census Tract 4358,G5020,S,"1310022","0","+37.6793903","-122.1296211",14000US06001435800,"Census Tract 4358, Alameda, CA","776","06001435800",0.136451556180763
"06","001","435900","06001435900",1400000US06001435900,"4359",Census Tract 4359,G5020,S,"2413826","53278","+37.6724681","-122.1473050",14000US06001435900,"Census Tract 4359, Alameda, CA","803","06001435900",0.15179584120983
"06","001","436000","06001436000",1400000US06001436000,"4360",Census Tract 4360,G5020,S,"1345104","0","+37.6690407","-122.1375296",14000US06001436000,"Census Tract 4360, Alameda, CA","769","06001436000",0.150371529135706
"06","001","436100","06001436100",1400000US06001436100,"4361",Census Tract 4361,G5020,S,"1261383","0","+37.6717496","-122.1236242",14000US06001436100,"Census Tract 4361, Alameda, CA","989","06001436100",0.171552471812663
"06","001","436200","06001436200",1400000US06001436200,"4362",Census Tract 4362,G5020,S,"644516","0","+37.6685047","-122.1121200",14000US06001436200,"Census Tract 4362, Alameda, CA","607","06001436200",0.147044573643411
"06","001","436700","06001436700",1400000US06001436700,"4367",Census Tract 4367,G5020,S,"798269","0","+37.6619708","-122.1005195",14000US06001436700,"Census Tract 4367, Alameda, CA","346","06001436700",0.102762102762103
"06","001","436800","06001436800",1400000US06001436800,"4368",Census Tract 4368,G5020,S,"1025366","0","+37.6535732","-122.0944503",14000US06001436800,"Census Tract 4368, Alameda, CA","460","06001436800",0.109628217349857
"06","001","436900","06001436900",1400000US06001436900,"4369",Census Tract 4369,G5020,S,"1207092","0","+37.6603504","-122.1097205",14000US06001436900,"Census Tract 4369, Alameda, CA","638","06001436900",0.099640793378104
"06","001","437000","06001437000",1400000US06001437000,"4370",Census Tract 4370,G5020,S,"1597254","0","+37.6471440","-122.1015751",14000US06001437000,"Census Tract 4370, Alameda, CA","526","06001437000",0.151541342552579
"06","001","437200","06001437200",1400000US06001437200,"4372",Census Tract 4372,G5020,S,"2554603","0","+37.6431726","-122.1115983",14000US06001437200,"Census Tract 4372, Alameda, CA","1440","06001437200",0.169591331998587
"06","001","437300","06001437300",1400000US06001437300,"4373",Census Tract 4373,G5020,S,"1027863","0","+37.6362157","-122.0929895",14000US06001437300,"Census Tract 4373, Alameda, CA","507","06001437300",0.161722488038278
"06","001","437400","06001437400",1400000US06001437400,"4374",Census Tract 4374,G5020,S,"858407","0","+37.6428175","-122.0876396",14000US06001437400,"Census Tract 4374, Alameda, CA","640","06001437400",0.171443878917761
"06","001","437600","06001437600",1400000US06001437600,"4376",Census Tract 4376,G5020,S,"818977","0","+37.6353602","-122.0804834",14000US06001437600,"Census Tract 4376, Alameda, CA","660","06001437600",0.191027496382055
"06","001","437900","06001437900",1400000US06001437900,"4379",Census Tract 4379,G5020,S,"674755","0","+37.6428283","-122.0613135",14000US06001437900,"Census Tract 4379, Alameda, CA","234","06001437900",0.115157480314961
"06","001","438100","06001438100",1400000US06001438100,"4381",Census Tract 4381,G5020,S,"2001857","0","+37.6181753","-122.0389678",14000US06001438100,"Census Tract 4381, Alameda, CA","943","06001438100",0.118571608198164
"06","001","438201","06001438201",1400000US06001438201,"4382.01",Census Tract 4382.01,G5020,S,"983499","0","+37.6262681","-122.0764388",14000US06001438201,"Census Tract 4382.01, Alameda, CA","676","06001438201",0.138100102145046
"06","001","438400","06001438400",1400000US06001438400,"4384",Census Tract 4384,G5020,S,"1723691","0","+37.6184511","-122.0826040",14000US06001438400,"Census Tract 4384, Alameda, CA","524","06001438400",0.196181205540996
"06","001","437800","06001437800",1400000US06001437800,"4378",Census Tract 4378,G5020,S,"1275626","0","+37.6431437","-122.0686970",14000US06001437800,"Census Tract 4378, Alameda, CA","532","06001437800",0.107692307692308
"06","001","440200","06001440200",1400000US06001440200,"4402",Census Tract 4402,G5020,S,"1160876","0","+37.6003622","-122.0225189",14000US06001440200,"Census Tract 4402, Alameda, CA","715","06001440200",0.126750576138982
"06","001","432200","06001432200",1400000US06001432200,"4322",Census Tract 4322,G5020,S,"1023815","0","+37.7330544","-122.1562452",14000US06001432200,"Census Tract 4322, Alameda, CA","703","06001432200",0.176323049912215
"06","001","432300","06001432300",1400000US06001432300,"4323",Census Tract 4323,G5020,S,"1044920","0","+37.7308763","-122.1656514",14000US06001432300,"Census Tract 4323, Alameda, CA","776","06001432300",0.159212146081247
"06","001","440305","06001440305",1400000US06001440305,"4403.05",Census Tract 4403.05,G5020,S,"929238","0","+37.5773823","-122.0746665",14000US06001440305,"Census Tract 4403.05, Alameda, CA","867","06001440305",0.213336614173228
"06","001","432700","06001432700",1400000US06001432700,"4327",Census Tract 4327,G5020,S,"828635","0","+37.7270704","-122.1428436",14000US06001432700,"Census Tract 4327, Alameda, CA","467","06001432700",0.16950998185118
"06","001","432502","06001432502",1400000US06001432502,"4325.02",Census Tract 4325.02,G5020,S,"823638","0","+37.7234991","-122.1735223",14000US06001432502,"Census Tract 4325.02, Alameda, CA","735","06001432502",0.143386656262193
"06","001","433103","06001433103",1400000US06001433103,"4331.03",Census Tract 4331.03,G5020,S,"693343","0","+37.7093385","-122.1390414",14000US06001433103,"Census Tract 4331.03, Alameda, CA","497","06001433103",0.139921171171171
"06","001","441927","06001441927",1400000US06001441927,"4419.27",Census Tract 4419.27,G5020,S,"650133","0","+37.5465021","-121.9765770",14000US06001441927,"Census Tract 4419.27, Alameda, CA","518","06001441927",0.122487585717664
"06","001","404101","06001404101",1400000US06001404101,"4041.01",Census Tract 4041.01,G5020,S,"569281","0","+37.8300877","-122.2498696",14000US06001404101,"Census Tract 4041.01, Alameda, CA","595","06001404101",0.185473815461347
"06","001","405302","06001405302",1400000US06001405302,"4053.02",Census Tract 4053.02,G5020,S,"205566","0","+37.7985075","-122.2543138",14000US06001405302,"Census Tract 4053.02, Alameda, CA","554","06001405302",0.216490816725283
"06","001","405600","06001405600",1400000US06001405600,"4056",Census Tract 4056,G5020,S,"428774","0","+37.8008019","-122.2372726",14000US06001405600,"Census Tract 4056, Alameda, CA","239","06001405600",0.078515111695138
"06","001","406400","06001406400",1400000US06001406400,"4064",Census Tract 4064,G5020,S,"487977","77536","+37.7986398","-122.2220610",14000US06001406400,"Census Tract 4064, Alameda, CA","858","06001406400",0.330254041570439
"06","001","405700","06001405700",1400000US06001405700,"4057",Census Tract 4057,G5020,S,"546860","0","+37.7982307","-122.2296737",14000US06001405700,"Census Tract 4057, Alameda, CA","304","06001405700",0.0863145939806928
"06","001","405800","06001405800",1400000US06001405800,"4058",Census Tract 4058,G5020,S,"519053","0","+37.7939452","-122.2330985",14000US06001405800,"Census Tract 4058, Alameda, CA","400","06001405800",0.0956480153036824
"06","001","444301","06001444301",1400000US06001444301,"4443.01",Census Tract 4443.01,G5020,S,"2576475","0","+37.5365190","-122.0571016",14000US06001444301,"Census Tract 4443.01, Alameda, CA","563","06001444301",0.152244456462953
"06","001","450750","06001450750",1400000US06001450750,"4507.50",Census Tract 4507.50,G5020,S,"1682950","0","+37.7054323","-121.8611962",14000US06001450750,"Census Tract 4507.50, Alameda, CA","558","06001450750",0.0813648293963255
"06","001","404700","06001404700",1400000US06001404700,"4047",Census Tract 4047,G5020,S,"1195709","0","+37.8133308","-122.2069747",14000US06001404700,"Census Tract 4047, Alameda, CA","464","06001404700",0.212162780064015
"06","001","404800","06001404800",1400000US06001404800,"4048",Census Tract 4048,G5020,S,"628406","0","+37.8055076","-122.2131962",14000US06001404800,"Census Tract 4048, Alameda, CA","621","06001404800",0.22631195335277
"06","001","405200","06001405200",1400000US06001405200,"4052",Census Tract 4052,G5020,S,"857818","0","+37.8052759","-122.2433884",14000US06001405200,"Census Tract 4052, Alameda, CA","738","06001405200",0.150213718705475
"06","001","405500","06001405500",1400000US06001405500,"4055",Census Tract 4055,G5020,S,"411721","0","+37.7982821","-122.2432790",14000US06001405500,"Census Tract 4055, Alameda, CA","585","06001405500",0.165394402035623
"06","001","451403","06001451403",1400000US06001451403,"4514.03",Census Tract 4514.03,G5020,S,"679556","0","+37.6912321","-121.7842500",14000US06001451403,"Census Tract 4514.03, Alameda, CA","337","06001451403",0.154304029304029
"06","001","405100","06001405100",1400000US06001405100,"4051",Census Tract 4051,G5020,S,"1256520","0","+37.8114250","-122.2322366",14000US06001405100,"Census Tract 4051, Alameda, CA","924","06001405100",0.204968944099379
"06","001","404900","06001404900",1400000US06001404900,"4049",Census Tract 4049,G5020,S,"1011184","0","+37.8041422","-122.2215059",14000US06001404900,"Census Tract 4049, Alameda, CA","964","06001404900",0.206468194474191
"06","001","405401","06001405401",1400000US06001405401,"4054.01",Census Tract 4054.01,G5020,S,"313930","0","+37.7965384","-122.2494562",14000US06001405401,"Census Tract 4054.01, Alameda, CA","398","06001405401",0.11239762778876
"06","001","451703","06001451703",1400000US06001451703,"4517.03",Census Tract 4517.03,G5020,S,"1720327","0","+37.6673232","-121.8010388",14000US06001451703,"Census Tract 4517.03, Alameda, CA","627","06001451703",0.163835902795924
"06","001","990000","06001990000",1400000US06001990000,"9900",Census Tract 9900,G5020,S,"0","137191025","+37.6836727","-122.2287162",14000US06001990000,"Census Tract 9900, Alameda, CA","0","06001990000",
"06","001","442302","06001442302",1400000US06001442302,"4423.02",Census Tract 4423.02,G5020,S,"963153","0","+37.5360343","-121.9604172",14000US06001442302,"Census Tract 4423.02, Alameda, CA","471","06001442302",0.0761396702230844
"06","001","406602","06001406602",1400000US06001406602,"4066.02",Census Tract 4066.02,G5020,S,"414724","0","+37.7964782","-122.2143072",14000US06001406602,"Census Tract 4066.02, Alameda, CA","372","06001406602",0.146456692913386
"06","001","407101","06001407101",1400000US06001407101,"4071.01",Census Tract 4071.01,G5020,S,"370826","0","+37.7831286","-122.2143965",14000US06001407101,"Census Tract 4071.01, Alameda, CA","448","06001407101",0.110535405872193
"06","001","407102","06001407102",1400000US06001407102,"4071.02",Census Tract 4071.02,G5020,S,"660864","0","+37.7807761","-122.2102384",14000US06001407102,"Census Tract 4071.02, Alameda, CA","397","06001407102",0.0930178069353327
"06","001","432501","06001432501",1400000US06001432501,"4325.01",Census Tract 4325.01,G5020,S,"1365205","0","+37.7167215","-122.1661682",14000US06001432501,"Census Tract 4325.01, Alameda, CA","914","06001432501",0.186835650040883
"06","001","406201","06001406201",1400000US06001406201,"4062.01",Census Tract 4062.01,G5020,S,"408064","0","+37.7850449","-122.2307359",14000US06001406201,"Census Tract 4062.01, Alameda, CA","435","06001406201",0.0857649842271293
"06","001","406202","06001406202",1400000US06001406202,"4062.02",Census Tract 4062.02,G5020,S,"392183","0","+37.7819786","-122.2265557",14000US06001406202,"Census Tract 4062.02, Alameda, CA","681","06001406202",0.143883372068456
"06","001","406300","06001406300",1400000US06001406300,"4063",Census Tract 4063,G5020,S,"485715","0","+37.7892880","-122.2250127",14000US06001406300,"Census Tract 4063, Alameda, CA","601","06001406300",0.131913959613696
"06","001","450501","06001450501",1400000US06001450501,"4505.01",Census Tract 4505.01,G5020,S,"1162383","0","+37.7068496","-121.9419577",14000US06001450501,"Census Tract 4505.01, Alameda, CA","477","06001450501",0.140294117647059
"06","001","406100","06001406100",1400000US06001406100,"4061",Census Tract 4061,G5020,S,"1844041","74875","+37.7741755","-122.2275801",14000US06001406100,"Census Tract 4061, Alameda, CA","673","06001406100",0.136262401295809
"06","001","403000","06001403000",1400000US06001403000,"4030",Census Tract 4030,G5020,S,"352394","0","+37.8004341","-122.2707274",14000US06001403000,"Census Tract 4030, Alameda, CA","1093","06001403000",0.377286848463928
"06","001","410000","06001410000",1400000US06001410000,"4100",Census Tract 4100,G5020,S,"6550967","145283","+37.7447940","-122.1335017",14000US06001410000,"Census Tract 4100, Alameda, CA","1026","06001410000",0.322946175637394
"06","001","430200","06001430200",1400000US06001430200,"4302",Census Tract 4302,G5020,S,"5334087","0","+37.7216585","-122.0615699",14000US06001430200,"Census Tract 4302, Alameda, CA","1582","06001430200",0.205108258783871
"06","001","407900","06001407900",1400000US06001407900,"4079",Census Tract 4079,G5020,S,"1099098","0","+37.7884273","-122.1847831",14000US06001407900,"Census Tract 4079, Alameda, CA","467","06001407900",0.151230569948187
"06","001","436601","06001436601",1400000US06001436601,"4366.01",Census Tract 4366.01,G5020,S,"1083579","0","+37.6567776","-122.0788946",14000US06001436601,"Census Tract 4366.01, Alameda, CA","668","06001436601",0.100693397648478
"06","001","401400","06001401400",1400000US06001401400,"4014",Census Tract 4014,G5020,S,"754768","0","+37.8207423","-122.2734090",14000US06001401400,"Census Tract 4014, Alameda, CA","424","06001401400",0.0786350148367952
"06","001","400500","06001400500",1400000US06001400500,"4005",Census Tract 4005,G5020,S,"591424","0","+37.8485452","-122.2647353",14000US06001400500,"Census Tract 4005, Alameda, CA","649","06001400500",0.164345403899721
"06","001","451102","06001451102",1400000US06001451102,"4511.02",Census Tract 4511.02,G5020,S,"4513799","261456","+37.6506863","-121.7861589",14000US06001451102,"Census Tract 4511.02, Alameda, CA","722","06001451102",0.182784810126582
"06","001","432800","06001432800",1400000US06001432800,"4328",Census Tract 4328,G5020,S,"3877193","0","+37.7212465","-122.1238270",14000US06001432800,"Census Tract 4328, Alameda, CA","1075","06001432800",0.278353184878301
"06","001","441503","06001441503",1400000US06001441503,"4415.03",Census Tract 4415.03,G5020,S,"72187728","12525279","+37.4899766","-121.9742068",14000US06001441503,"Census Tract 4415.03, Alameda, CA","613","06001441503",0.0826591154261057
"06","001","435400","06001435400",1400000US06001435400,"4354",Census Tract 4354,G5020,S,"1325172","0","+37.6739167","-122.0831700",14000US06001435400,"Census Tract 4354, Alameda, CA","632","06001435400",0.125198098256735
"06","001","438000","06001438000",1400000US06001438000,"4380",Census Tract 4380,G5020,S,"2432817","0","+37.6190827","-122.0284675",14000US06001438000,"Census Tract 4380, Alameda, CA","482","06001438000",0.132235939643347
"06","001","451201","06001451201",1400000US06001451201,"4512.01",Census Tract 4512.01,G5020,S,"3662205","9862","+37.7127935","-121.7417475",14000US06001451201,"Census Tract 4512.01, Alameda, CA","967","06001451201",0.12775796010041
"06","001","451202","06001451202",1400000US06001451202,"4512.02",Census Tract 4512.02,G5020,S,"45820506","0","+37.7346905","-121.7690050",14000US06001451202,"Census Tract 4512.02, Alameda, CA","705","06001451202",0.128602699744619
"06","001","409000","06001409000",1400000US06001409000,"4090",Census Tract 4090,G5020,S,"16913369","4389421","+37.7299594","-122.2164979",14000US06001409000,"Census Tract 4090, Alameda, CA","480","06001409000",0.0952569954356023
"06","001","401500","06001401500",1400000US06001401500,"4015",Census Tract 4015,G5020,S,"467741","0","+37.8229286","-122.2806336",14000US06001401500,"Census Tract 4015, Alameda, CA","176","06001401500",0.0579901153212521
"06","001","401600","06001401600",1400000US06001401600,"4016",Census Tract 4016,G5020,S,"636136","0","+37.8173713","-122.2814822",14000US06001401600,"Census Tract 4016, Alameda, CA","122","06001401600",0.0507698709945901
"06","001","402400","06001402400",1400000US06001402400,"4024",Census Tract 4024,G5020,S,"337011","0","+37.8120305","-122.2824576",14000US06001402400,"Census Tract 4024, Alameda, CA","481","06001402400",0.183377811666031
"06","001","402200","06001402200",1400000US06001402200,"4022",Census Tract 4022,G5020,S,"715808","0","+37.8063266","-122.2962183",14000US06001402200,"Census Tract 4022, Alameda, CA","247","06001402200",0.105691056910569
"06","001","402500","06001402500",1400000US06001402500,"4025",Census Tract 4025,G5020,S,"365454","0","+37.8057305","-122.2847803",14000US06001402500,"Census Tract 4025, Alameda, CA","208","06001402500",0.103482587064677
"06","001","402600","06001402600",1400000US06001402600,"4026",Census Tract 4026,G5020,S,"318842","0","+37.8042700","-122.2799551",14000US06001402600,"Census Tract 4026, Alameda, CA","346","06001402600",0.266153846153846
"06","001","402700","06001402700",1400000US06001402700,"4027",Census Tract 4027,G5020,S,"387217","0","+37.8103325","-122.2770981",14000US06001402700,"Census Tract 4027, Alameda, CA","226","06001402700",0.110838646395292
"06","001","403100","06001403100",1400000US06001403100,"4031",Census Tract 4031,G5020,S,"346852","0","+37.8022741","-122.2755012",14000US06001403100,"Census Tract 4031, Alameda, CA","304","06001403100",0.156620298815044
"06","001","404501","06001404501",1400000US06001404501,"4045.01",Census Tract 4045.01,G5020,S,"1079143","5141","+37.8271275","-122.2171515",14000US06001404501,"Census Tract 4045.01, Alameda, CA","411","06001404501",0.225824175824176
"06","001","403800","06001403800",1400000US06001403800,"4038",Census Tract 4038,G5020,S,"652668","0","+37.8148236","-122.2416662",14000US06001403800,"Census Tract 4038, Alameda, CA","621","06001403800",0.154940119760479
"06","001","403900","06001403900",1400000US06001403900,"4039",Census Tract 4039,G5020,S,"493100","0","+37.8171784","-122.2487713",14000US06001403900,"Census Tract 4039, Alameda, CA","691","06001403900",0.177955189286634
"06","001","404000","06001404000",1400000US06001404000,"4040",Census Tract 4040,G5020,S,"366986","0","+37.8233126","-122.2536627",14000US06001404000,"Census Tract 4040, Alameda, CA","433","06001404000",0.137678855325914
"06","001","438300","06001438300",1400000US06001438300,"4383",Census Tract 4383,G5020,S,"855994","0","+37.6282241","-122.0885230",14000US06001438300,"Census Tract 4383, Alameda, CA","465","06001438300",0.119261349063863
"06","001","433700","06001433700",1400000US06001433700,"4337",Census Tract 4337,G5020,S,"1284676","0","+37.6876466","-122.1145204",14000US06001433700,"Census Tract 4337, Alameda, CA","322","06001433700",0.10304
"06","001","450701","06001450701",1400000US06001450701,"4507.01",Census Tract 4507.01,G5020,S,"263547378","3630169","+37.5511338","-121.8054596",14000US06001450701,"Census Tract 4507.01, Alameda, CA","1306","06001450701",0.149462119478141
"06","001","403600","06001403600",1400000US06001403600,"4036",Census Tract 4036,G5020,S,"392820","0","+37.8135239","-122.2534812",14000US06001403600,"Census Tract 4036, Alameda, CA","463","06001403600",0.0915743670886076
"06","001","435300","06001435300",1400000US06001435300,"4353",Census Tract 4353,G5020,S,"1285132","0","+37.6807762","-122.0646561",14000US06001435300,"Census Tract 4353, Alameda, CA","923","06001435300",0.191812136325852
